id,dataset,grade,problem,answer,operation,formula
nluds-1438,ASDiv,1-2,"A train covered a certain distance at a uniform speed. If the train would have been 6 km/hr faster it would have 8 hours less than the scheduled time, and if the train were slower by 6 km/hr,it would have taken 12 hours more than the scheduled time. Find the length of the journey.",1440 (km),Algebra-2,x:Speed of train; y:The time taken by the train; xy/(x+6)=y-8; xy/(x-6)=y+12
nluds-1439,ASDiv,1-2,If you were to travel by metro the fare for the first kilometer is different from the rate per kilometer for the remaining distance. The total fare for a distance of 20 km is $37.70 and that for a distance of 26 km is $48.50. Find the auto fare for the first kilometer and for each successive kilometer.,3.5 (dollars); 1.8 (dollars),Algebra-2,x:The fare for the first kilometer; y:The fare for remaining distance; x+(20-1)y=37.7; x+(26-1)y=48.5
nluds-1440,ASDiv,1-2,"The coach of a cricket team buys 7 bats and 6 balls for $3800. Later, he buys 3 bats and 5 balls for $1750. Find the cost of each bat and each ball.",500 (dollars); 50 (dollars),Algebra-2,x:Cost of each bat; y:Cost of each ball; 7x+6y=3800; 3x+5y=1750
nluds-1441,ASDiv,1-2,The difference between two numbers is 26 and greater number is three times the smaller. Find the numbers.,13; 39,Algebra-2,x:The greater number; y:The smaller number; x-y=26; x=3y
nluds-1442,ASDiv,1-2,"The sum of the digits of a two-digit number is 9. Also, nine times this number is twice the number obtained by reversing the order of the digits. Find the number.",18,Algebra-2,x:The number of first digit; y:The number of second digit; x+y=9; 9*(10x+y)=2*(10y+x)
nluds-1443,ASDiv,1-2,"Fraction becomes 4/5 , if one is added to both numerator and denominator. If however, 5 is subtracted from both, the fraction becomes 1/2. Find the fraction.",7/9,Algebra-2,x:The number of numerator; y:The number of denominator; 5x-4y+1=0; 2x-y-5=0
nluds-1444,ASDiv,1-2,The sum of numerator and denominator of a fraction is 18. If the denominator is increased by 2 the fractions reduced to 1/3 . Find the fraction.,5/13,Algebra-2,x:The number of numerator; y:The number of denominator; x+y=18; x/(y+2)=1/3
nluds-1445,ASDiv,1-2,"A person invested some amount at 12% simple interest and some amount at 10% simple interest. He received an annual interest of $130. But, if he had interchanged and invested he would have received $4 more. How much amount did he invest at the two rates?",500 (dollars); 700 (dollars),Algebra-2,x:Dollars at 12%; y:Dollars at 10%; 12%X+10%Y=130; 12%Y+10%X=134
nluds-1446,ASDiv,1-2,At present a father is three times as old as his son. After 12 years his age will be twice the age of his son. Find their present ages?,36 (years old); 12 (years old),Algebra-2,f:Father's age; s:Son's age; f=s*3; f+12=(s+12)*2
nluds-1447,ASDiv,1-2,The larger of two supplementary angles exceeds the smaller by 18 degrees. Find them.,99 (degrees); 81 (degrees),Algebra-2,x:The larger angle; y:The smaller angle; x+y=180; x-y=18
nluds-1448,ASDiv,1-2,"The area of a rectangle gets reduced by 9 square units, if its length is reduced by 5 units and breadth is increased by 3 units. If we increase the length by 3 units and the breadth by 2 units, the area increases by 67 square units. Find the dimensions of the rectangle.",17 (units); 9 (units),Algebra-2,x:The length of a rectangle; y:The breadth of a rectangle; (x-5)(y+3)=xy-9; (x+3)(y+2)=xy+67
nluds-1449,ASDiv,1-2,One number is half the other. Sum of two numbers is equal to 6. Find the numbers.,4; 2,Algebra-1,x:One of the numbers; x+(x/2)=6
nluds-1450,ASDiv,1-2,"The numerator of a fraction is 3 less than its denominator. If the numerator is increased by 1 and the denominator is increased by 3, the fraction becomes equal to 1/2. Find the original fraction.",4/7,Algebra-2,x:The numerator of a fraction; y:The denominator of a fraction; (x+1)/(y+3)=1/2; x+3=y
nluds-1451,ASDiv,1-2,The sum of two numbers is 35. Their difference is 13. Find the numbers.,11; 24,Algebra-1,x:One of the numbers; (35-x)-x=13
nluds-1452,ASDiv,1-2,Two number are in the ratio 3:4. sum of two numbers is equal to 56. Find the numbers.,24; 32,Algebra-1,x:One of the numbers; 3x+4x=56
nluds-1453,ASDiv,1-2,"In a 2-digit number, the tens digit is 4 times the units digit. When the digits are reversed, the new number formed is 54 less than the original number. Find the original number.",82,Algebra-1,x:The units digit; ((4x*10)+(x*1))-((x*10)+(4x*1))=54; (2*4)*10+2=82
nluds-1454,ASDiv,1-2,"Anil is 9 years older than Ajith. In 10 years, Anil will be twice as old as Ajith was 10 years ago. Find their present ages.",48 (years old); 39 (years old),Algebra-1,x:Ajith's present age; x+19=2(x-10)
nluds-1455,ASDiv,1-2,If 28 less than five times a certain number is 232. What is the number?,52,Algebra-1,x:The certain number; 5x-28=232
nluds-1456,ASDiv,1-2,Fifteen more than three times a number is the same as ten less than six times the number. What is the number?,25/3,Algebra-1,x:The number; 3x+15=6x-10
nluds-1457,ASDiv,1-2,The sum of three consecutive even numbers is 246. What are the numbers?,80; 82; 84,Algebra-1,x:The first number; x+(x+2)+(x+4)=246
nluds-1458,ASDiv,1-2,The second angle of a triangle is double the first. The third angle is 40 less than the first. Find the three angles.,88 (degrees); 44 (degrees); 48 (degrees),Algebra-2,x:The second angle of a triangle; y:The first angle of a triangle; 2y=x; 180-(x+y)=x-40
nluds-1459,ASDiv,1-2,A sofa and a love seat together costs $444. The sofa costs double the love seat. How much do they each cost?,148 (dollars); 296 (dollars),Algebra-2,x:The cost of the sofa; y:The cost of the love seat; x+y=444; x=2y
nluds-1460,ASDiv,1-2,"A horse and a saddle cost 5000 dollars. If the horse cost 4 times as much as the saddle, what was the cost of each?",1000 (dollars); 4000 (dollars),Algebra-2,x:The cost of the horse; y:The cost of the saddle; x+y=5000; x=4y
nluds-1461,ASDiv,1-2,"A bicycle and a bicycle helmet cost 240 dollars. How much did each cost, if the bicycle cost 5 times as much as the helmet?",40 (dollars); 200 (dollars),Algebra-2,x:The cost of the bicycle; y:The cost of the helmet; x+y=240; x=5y
nluds-1462,ASDiv,1-2,"In a room containing 45 students there were twice as many girls as boys. How many of each, were there?",30 (girls); 15 (boys),Algebra-2,x:The number of boys; y:The number of girls; x+y=45; 2x=y
nluds-1463,ASDiv,1-2,An electrician cuts a 30 ft piece of wire into two pieces. One piece is 2 ft longer than the other. How long are the pieces?,14 (ft); 16 (ft),Algebra-2,x:The longer piece; y:The shorter piece; x+y=30; x=y+2
nluds-1464,ASDiv,1-2,"When five is added to three more than a certain number, the result is 19. What is the number?",11,Algebra-1,x:The certain number; 5+3+x=19
nluds-1465,ASDiv,1-2,"If five is subtracted from three times a certain number, the result is 10. What is the number?",5,Algebra-1,x:The certain number; 3x-5=10
nluds-1466,ASDiv,1-2,A certain number added twice to itself equals 96. What is the number?,32,Algebra-1,x:The certain number; x+2x=96
nluds-1467,ASDiv,1-2,"A number plus itself, plus twice itself, plus 4 times itself, is equal to 104. What is the number?",13,Algebra-1,x:The number; x+x+2x+4x=104
nluds-1468,ASDiv,1-2,"The sum of the first, two times the second, and three times the third is 70. Find three consecutive odd integers.",9; 11; 13,Algebra-1,x:The first number; x+2(x+2)+3(x+4)=70
nluds-1469,ASDiv,1-2,Two angles of a triangle are the same size. The third angle is 12 degrees smaller than the first angle. Find the measure the angles.,64 (degrees); 64 (degrees); 52 (degrees),Algebra-2,x:The first angle of a triangle; y:The second angle of a triangle; x=y; 180-(x+y)=x-12
nluds-1470,ASDiv,1-2,Two angles of a triangle are the same size. The third angle is 3 times as large as the first. How large are the angles?,36 (degrees); 36 (degrees); 108 (degrees),Algebra-2,x:The first angle of a triangle; y:The second angle of a triangle; x=y; 180-(x+y)=3x
nluds-1471,ASDiv,1-2,The third angle of a triangle is the same size as the first. The second angle is 4 times the third. Find the measure of the angles.,30 (degrees); 120 (degrees); 30 (degrees),Algebra-2,x:The first angle of a triangle; z:The third angle of a triangle; z=x; 180-(x+z)=4z
nluds-1472,ASDiv,1-2,The second angle of a triangle is five times as large as the first. The measure of the third angle is 12 degrees greater than that of the first angle. How large are the angles?,24 (degrees); 120 (degrees); 36 (degrees),Algebra-2,x:The first angle of a triangle; y:The second angle of a triangle; y=5x; 180-(x+y)=x+12
nluds-1473,ASDiv,1-2,"The second angle of a triangle is three times the first, and the third is 12 degrees less than twice the first. Find the measures of the angles.",32 (degrees); 96 (degrees); 52 (degrees),Algebra-2,x:The first angle of a triangle; y:The second angle of a triangle; y=3x; 180-(x+y)=2x-12
nluds-1474,ASDiv,1-2,The perimeter of a rectangle is 150 cm. The length is 15 cm greater than the width. Find the dimensions.,45 (cm); 30 (cm),Algebra-2,x:The length of a rectangle; y:The width of a rectangle; 2x+2y=150; x=y+15
nluds-1475,ASDiv,1-2,The perimeter of a college basketball court is 96 meters and the length is 14 meters more than the width. What are the dimensions?,17 (meters); 31 (meters),Algebra-2,x:The length of the court; y:The width of the court; 2x+2y=96; x=y+14
nluds-1476,ASDiv,1-2,"A mountain cabin on 1 acre of land costs $30,000. If the land cost 4 times as much as the cabin, what was the cost of each?",6000 (dollars); 24000 (dollars),Algebra-2,x:The cost of the cabin; y:The cost of the land; x+y=30000; 4x=y
nluds-1477,ASDiv,1-2,"Of 240 stamps that Harry and his sister collected, Harry collected 3 times as many as his sisters. How many did each collect?",60 (stamps); 180 (stamps),Algebra-2,x:Harry's collected stamps; y:Harry's sister collected stamps; x+y=240; x=3y
nluds-1478,ASDiv,1-2,"If Mr. Brown and his son together had $220, and Mr. Brown had 10 times as much as his son, how much money had each?",20 (dollars); 200 (dollars),Algebra-2,x:The money of Mr. Brown; y:The money of Mr. Brown's son; x+y=220; x=10y
nluds-1479,ASDiv,1-2,"Aaron had 7 times as many sheep as Beth, and both together had 608. How many sheep had each?",76 (sheep); 532 (sheep),Algebra-2,x:The number of Aaron's sheep; y:The number of Beth's sheep; 7x=y; x+y=608
nluds-1480,ASDiv,1-2,"A man bought a cow and a calf for $990, paying 8 times as much for the cow as for the calf. What was the cost of each?",110 (dollars); 880 (dollars),Algebra-2,x:The cost of the cow; y:The cost of the calf; x+y=990; x=8y
nluds-1481,ASDiv,1-2,"Jamal and Moshe began a business with a capital of $7500. If Jamal furnished half as much capital as Moshe, how much did each furnish?",2500 (dollars); 5000 (dollars),Algebra-2,x:Jamal's capital; y:Moshe's capital; x+y=7500; x=(1/2)*y
nluds-1482,ASDiv,1-2,A lab technician cuts a 12 inch piece of tubing into two pieces in such a way that one piece is 2 times longer than the other. How long are the pieces?,4 (inches); 8 (inches),Algebra-2,x:The longer piece; y:The shorter piece; x+y=12; x=2y
nluds-1483,ASDiv,1-2,"A 6 ft board is cut into two pieces, one twice as long as the other. How long are the pieces?",2 (ft); 4 (ft),Algebra-2,x:The longer piece; y:The shorter piece; x+y=6; x=2y
nluds-1484,ASDiv,1-2,An eight ft board is cut into two pieces. One piece is 2 ft longer than the other. How long are the pieces?,3 (ft); 5 (ft),Algebra-2,x:The longer piece; y:The shorter piece; x+y=8; x=y+2
nluds-1485,ASDiv,1-2,"The total cost for tuition plus room and board at State University is $2,584. Tuition costs $704 more than room and board. What is the tuition fee?",1644 (dollars),Algebra-2,x:The cost of tuition; y:The cost of room and board; x+y=2584; x=y+704
nluds-1486,ASDiv,1-2,"The cost of a private pilot course is $1,275. The flight portion costs $625 more than the ground school portion. What is the cost of each?",325 (dollars); 950 (dollars),Algebra-2,x:The cost of flight portion; y:The cost of ground school portion; x+y=1275; x=y+625
nluds-1487,ASDiv,1-2,Mrs. Hilt owns a house on a lot shaped like a rectangle. The width is twice its length. The perimeter of the lot is 60 feet. What is the length and the width of the lot?,10 (feet); 20 (feet),Geometry,2*(x+2x)=60
nluds-1488,ASDiv,1-2,A square has a perimeter of 24 inches. What is the area of the square?,36 (sq. inches),Geometry,(24/4)^2=36
nluds-1489,ASDiv,1-2,A square kitchen has an area of 100 square feet. What is the kitchen's perimeter?,40 (feet),Geometry,100^(1/2)*4=40
nluds-1490,ASDiv,1-2,The length of a rectangular field is 75 meters. Its width is 15 meters. Sofie ran around the track 3 times. How far did she run?,540 (meters),Geometry,3(75+15+75+15)=540
nluds-1491,ASDiv,1-2,Molly and Ted built pens for their dogs. Molly made a pen 12 meters by 8 meters. Ted's pen is 15 meters by 6 meters. Who will need more fencing to build the pen?,Ted,Comparison,12*8=96(Molly) > 15*6=90(Ted)
nluds-1492,ASDiv,1-2,The area of square photo is 25 square inches. Angie decided to enlarge the photo by doubling the sides. What will the new area be?,100 (square inches),Geometry,((25)^(1/2)*2)^2=100
nluds-1493,ASDiv,1-2,Bridget needs to make rectangular cards measuring 2 inches by 3 inches. She will cut them from a square sheet of poster board measuring 1 foot on each side. What is the greatest number of cards that Bridget can make?,24 (cards),Common-Division,((1 (feet)*12(inch/feet))*(1 (feet)*12(inch/feet)))/(3 (inch)*2 (inch)) = 24
nluds-1494,ASDiv,1-2,The dance troupe used ribbob to form a rectangle. The rectangle was 20 feet long and 15 feet wide. How long was the piece of ribbon?,70 (feet),Geometry,20+20+15+15=70
nluds-1495,ASDiv,1-2,Doug built a tent in the shape of a regular pentagon. Its perimeter is 60 feet. What is the length of each side of the tent?,12 (feet),Geometry,60/5=12
nluds-1496,ASDiv,1-2,Emma's room measures 12 feet by 20 feet. She purchased 40 tiles for a section of the floor. Each tile is 1 square foot. What fractional part of the room will have tile?,1/6,Common-Division,40 (tile)/(12 (feet) * 20 (feet)) = 1/6
nluds-1497,ASDiv,1-2,Math Magazine charges $8 per square inch for advertising. Jason decides to order a half page ad. Each page of the magazine measures 9 inches by 12 inches. How much will Jason have to pay?,432 (dollars),Multiplication,((12 (inch)*9 (inch))/2) * 8 (dollar/square inch) = 432 (dollar)
